0,92,67
1,91,66
2,91,66
3,90,66
4,89,65
5,89,65
6,89,64
7,88,64
8,88,63
9,88,62
10,88,62
11,88,62
12,87,63
13,86,61
14,86,60
15,85,60
16,84,60
17,85,59
18,84,59
19,85,61
20,84,60
21,84,59
22,85,60
23,85,60
24,87,63
25,88,61
26,88,62
27,88,61
28,92,62
29,92,60
30,92,61
31,90,60
32,91,60
33,91,60
34,90,60
35,93,60
36,93,62
37,93,62
38,92,60
39,91,59
40,91,60
41,89,60
42,89,61
43,87,60
44,86,60
45,85,58
46,81,59
47,80,60
48,77,61
49,76,62
50,76,61
51,73,61
52,73,61
53,71,62
54,69,64
55,70,66
56,69,65
57,65,64
58,63,63
59,62,63
60,62,63
61,61,62
62,63,64
63,63,64
64,63,65
65,62,63
66,61,62
67,62,64
68,62,66
69,62,65
70,63,66
71,62,63
72,62,64
73,60,64
74,62,62
75,61,62
76,64,62
77,63,60
78,64,59
79,63,58
80,65,62
81,67,62
82,67,60
83,69,61
84,71,61
85,72,59
86,73,56
87,73,53
88,75,52
89,77,51
90,79,50
91,80,49
92,86,50
93,88,51
94,89,51
95,88,51
96,91,52
97,91,51
98,92,53
99,94,56
100,95,58
101,96,59
102,95,60
103,95,61
104,95,61
105,94,61
106,91,59
107,88,56
108,88,57
109,86,56
110,85,57
111,83,56
112,81,56
113,82,54
114,81,55
115,80,54
116,79,55
117,78,57
118,77,57
119,78,58
120,77,57
121,76,59
122,76,58
123,77,58
124,75,58
125,75,58
126,75,58
127,74,57
128,74,57
129,74,57
130,74,58
131,75,57
132,72,56
133,72,56
134,73,55
135,73,56
136,74,55
137,72,56
138,73,56
139,75,56
140,76,57
141,74,55
142,76,54
143,78,55
144,77,53
145,77,54
146,77,55
147,79,56
148,79,56
149,79,56
150,80,55
151,80,54
152,79,54
153,78,54
154,79,53
155,78,54
156,79,54
157,79,54
158,81,55
159,81,54
160,80,53
161,80,56
162,81,55
163,80,55
164,80,56
165,81,57
166,82,58
167,82,57
168,82,57
169,82,57
170,83,57
171,83,58
172,82,58
173,83,58
174,84,60
175,86,60
176,87,62
177,85,62
178,86,61
179,86,62
180,85,63
181,86,63
182,86,64
183,86,63
184,86,63
185,84,62
186,86,64
187,86,64
188,88,67
189,87,68
190,88,67
191,89,71
192,89,71
193,89,73
194,91,73
195,91,73
196,91,74
197,91,73
198,91,73
199,92,72
200,92,72
201,93,72
202,93,73
203,94,73
204,95,72
205,95,70
206,95,70
207,96,68
208,96,68
209,95,65
210,96,64
211,96,66
212,94,65
213,93,65
214,93,64
215,90,63
216,89,60
217,89,61
218,86,60
219,84,60
220,82,60
221,79,61
222,78,62
223,75,61
224,73,62
225,72,61
226,72,61
227,70,62
228,70,62
229,69,61
230,70,60
231,70,60
232,71,59
233,71,60
234,70,59
235,71,60
236,72,62
237,73,62
238,74,60
239,75,60
240,76,61
241,76,61
242,77,63
243,78,63
244,79,61
245,78,63
246,79,65
247,79,63
248,81,63
249,82,64
250,80,61
251,80,62
252,78,61
253,78,61
254,77,61
255,75,61
256,76,60
