0,102,77
1,91,66
2,90,65
3,90,65
4,89,64
5,89,63
6,88,62
7,88,62
8,88,62
9,88,61
10,87,61
11,87,61
12,87,62
13,87,61
14,85,60
15,85,60
16,85,60
17,86,59
18,84,60
19,85,61
20,84,60
21,85,59
22,85,58
23,87,58
24,89,60
25,89,58
26,90,59
27,90,57
28,91,57
29,93,58
30,93,56
31,92,57
32,93,57
33,92,58
34,91,57
35,94,58
36,93,57
37,93,60
38,94,58
39,91,59
40,92,60
41,91,60
42,90,59
43,89,58
44,86,58
45,86,56
46,82,56
47,81,56
48,78,57
49,76,58
50,76,59
51,74,57
52,72,59
53,72,58
54,69,61
55,70,63
56,69,63
57,65,63
58,64,64
59,64,65
60,65,64
61,64,64
62,65,63
63,65,64
64,63,64
65,62,65
66,63,64
67,62,65
68,62,65
69,61,66
70,63,66
71,61,64
72,61,64
73,61,62
74,60,60
75,60,60
76,61,59
77,61,57
78,60,57
79,62,58
80,65,59
81,64,57
82,65,55
83,67,55
84,70,56
85,72,57
86,73,57
87,74,55
88,76,54
89,81,56
90,84,55
91,88,56
92,94,61
93,97,62
94,101,64
95,100,64
96,100,65
97,99,62
98,101,64
99,101,64
100,101,64
101,99,62
102,99,63
103,97,63
104,97,61
105,95,60
106,94,61
107,92,59
108,91,58
109,88,57
110,89,58
111,86,57
112,84,57
113,84,54
114,83,55
115,82,55
116,81,56
117,80,56
118,80,56
119,79,56
120,79,56
121,77,55
122,77,55
123,77,56
124,77,55
125,77,55
126,77,54
127,77,52
128,76,55
129,75,57
130,74,55
131,75,56
132,74,56
133,73,55
134,74,54
135,75,54
136,73,54
137,73,55
138,73,56
139,75,56
140,75,55
141,74,55
142,75,54
143,77,55
144,77,55
145,77,55
146,77,55
147,77,54
148,78,55
149,79,54
150,78,53
151,78,54
152,79,54
153,80,53
154,79,53
155,78,54
156,78,53
157,80,54
158,78,53
159,79,53
160,78,53
161,79,54
162,79,53
163,79,53
164,78,54
165,79,55
166,81,56
167,80,56
168,81,56
169,80,57
170,81,57
171,80,59
172,80,61
173,81,60
174,82,62
175,85,63
176,84,62
177,82,63
178,83,64
179,82,64
180,82,63
181,83,62
182,84,63
183,83,63
184,84,65
185,85,65
186,85,63
187,84,64
188,86,66
189,89,68
190,92,70
191,90,70
192,92,73
193,91,72
194,91,72
195,93,75
196,92,72
197,92,73
198,93,74
199,94,74
200,95,74
201,95,74
202,97,76
203,98,78
204,99,78
205,99,77
206,100,78
207,99,76
208,100,77
209,99,73
210,100,73
211,100,75
212,98,74
213,96,73
214,95,72
215,95,71
216,93,69
217,90,69
218,87,66
219,85,62
220,82,62
221,78,59
222,77,60
223,75,61
224,72,61
225,71,61
226,71,60
227,69,60
228,69,60
229,68,60
230,69,59
231,71,60
232,70,60
233,70,61
234,70,59
235,70,62
236,71,65
237,71,62
238,74,62
239,75,63
240,76,63
241,77,65
242,78,64
243,79,63
244,80,65
245,81,67
246,80,67
247,81,68
248,82,68
249,81,68
250,80,66
251,80,65
252,79,65
253,78,65
254,78,65
255,77,63
256,78,64
