0,92,67
1,88,70
2,88,70
3,88,69
4,88,69
5,88,69
6,88,69
7,88,69
8,88,69
9,88,68
10,89,68
11,89,67
12,89,66
13,90,65
14,90,64
15,91,63
16,91,62
17,92,62
18,92,62
19,92,61
20,93,60
21,94,59
22,94,58
23,95,57
24,95,56
25,95,55
26,96,55
27,96,54
28,97,54
29,97,53
30,97,53
31,97,53
32,98,52
33,98,52
34,99,52
35,99,52
36,99,53
37,99,53
38,99,53
39,98,54
40,97,54
41,96,55
42,94,56
43,92,57
44,89,58
45,85,59
46,81,61
47,78,62
48,74,64
49,70,65
50,67,67
51,63,69
52,60,71
53,57,72
54,54,72
55,52,71
56,52,71
57,53,70
58,54,70
59,56,71
60,57,71
61,58,71
62,59,71
63,59,70
64,59,70
65,59,70
66,59,70
67,59,70
68,59,70
69,60,71
70,60,70
71,61,69
72,63,67
73,64,65
74,65,63
75,66,61
76,68,59
77,69,57
78,72,56
79,74,55
80,77,54
81,80,53
82,83,52
83,86,51
84,89,51
85,92,51
86,96,50
87,99,50
88,102,50
89,105,50
90,107,50
91,109,50
92,110,50
93,111,50
94,112,50
95,112,50
96,112,50
97,111,50
98,110,51
99,108,52
100,106,53
101,104,54
102,101,55
103,98,56
104,95,56
105,92,56
106,89,56
107,87,56
108,85,56
109,83,56
110,81,55
111,80,55
112,79,54
113,78,54
114,77,54
115,76,53
116,76,53
117,75,53
118,75,53
119,75,53
120,75,54
121,75,54
122,75,54
123,75,54
124,75,54
125,75,54
126,75,54
127,75,54
128,75,54
129,74,54
130,74,54
131,74,54
132,74,54
133,74,54
134,74,54
135,74,54
136,74,54
137,75,54
138,76,54
139,76,54
140,77,54
141,78,53
142,79,53
143,80,53
144,80,53
145,81,53
146,81,53
147,81,53
148,82,53
149,82,53
150,82,52
151,82,53
152,82,53
153,82,53
154,82,53
155,82,53
156,82,53
157,82,53
158,82,53
159,82,53
160,82,54
161,82,54
162,82,55
163,82,56
164,82,56
165,82,56
166,83,57
167,83,57
168,83,57
169,83,58
170,83,59
171,84,60
172,84,61
173,84,62
174,85,63
175,85,63
176,85,63
177,86,63
178,86,63
179,86,63
180,87,62
181,87,62
182,88,62
183,89,62
184,90,62
185,91,62
186,92,63
187,93,63
188,95,65
189,97,66
190,100,68
191,102,69
192,103,70
193,105,71
194,107,72
195,109,74
196,111,75
197,113,76
198,115,78
199,117,79
200,119,80
201,120,80
202,122,81
203,123,80
204,125,79
205,126,77
206,127,75
207,128,72
208,127,70
209,125,67
210,122,64
211,118,62
212,113,60
213,107,58
214,101,57
215,95,57
216,90,56
217,85,56
218,81,56
219,77,56
220,73,56
221,71,56
222,69,57
223,68,57
224,67,58
225,67,59
226,67,59
227,68,60
228,70,60
229,72,61
230,75,63
231,78,64
232,81,65
233,84,66
234,87,67
235,89,67
236,91,68
237,93,68
238,95,68
239,96,68
240,97,68
241,98,68
242,99,67
243,99,67
244,99,67
245,99,66
246,99,66
247,99,65
248,98,64
249,97,63
250,95,63
251,94,63
252,93,62
253,92,62
254,91,62
255,90,61
256,89,61
